NrOfRowsMerged,SIKB,OtherEnglishAlias,NVWA,ValidCas,REWAB,KIWAnumber,SIKBcode,BestCid,BestCas,ValidCid,MicrobialParameters,OtherDutchAlias,HGC,Warnings,REWAB_units,REWAB_CASnumber,Other_CASnumber,AllowMergeRows,FeatureDataBase,Category,SIKB_CASnumber,NVWA_CASnumber,SIKB_Group,DefaultUnits,Feature
1,"[""3,3'-dichloorbenzidine dihydrochloride""]","[""3,3'-dichlorobenzidine dihydrochloride""]",[],['612-83-9'],[],[],['33DClbzdnDHC'],[11933],['612-83-9'],[11933],[],[],[],[],,[],[],True,PubChemCompound,,['612-83-9'],[],ChemischeStof,μg/L,PubChemCid 11933
2,['prothioconazol-desthio'],['prothioconazole desthio'],[],['120983-64-4'],['prothioconazool-desthio'],['8935'],['protocnzdto'],[119361],['120983-64-4'],[119361],[],[],[],[],,[],[],True,PubChemCompound,,['120983-64-4'],[],ChemischeStof,μg/L,PubChemCid 119361
2,['dichloorprop-P'],"['Dichlorprop-p', 'dichlorprop-P']",['DICHLOORPROP_P'],['15165-67-0'],[],[],['DClppP'],[119435],['15165-67-0'],[119435],[],['dichloorprop-p'],[],[],,[],[],True,PubChemCompound,,['15165-67-0'],[],ChemischeStof,μg/L,PubChemCid 119435
3,['ethiofencarbsulfon'],"['ethiofencarb', 'ethiophencarb sulfone', 'ethiophencarbsulfone']",['ETHIOFENCARB'],"['29973-13-5', '53380-23-7']",['ethiofencarb-sulfon'],['8782'],['etofcbsfn'],"[34766, 119490]","['29973-13-5', '53380-23-7']",[119490],[],['ethiofencarb'],[],"['Alias and CAS both have CID but do not overlap', 'row merged only based on Alias2Cid because Cas2Cid was not found on all rows']",µg/L,['53380-23-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 119490
1,['fenoxaprop-P'],['fenoxaprop-P'],[],['113158-40-0'],[],[],['fenoxppP'],[11949285],['113158-40-0'],[11949285],[],[],[],[],,[],[],True,PubChemCompound,,['113158-40-0'],[],ChemischeStof,μg/L,PubChemCid 11949285
1,['diazacholesterol-dihydrochloride'],['diazacholesterol dihydrochloride'],[],['1249-84-9'],[],[],['DazclsrDHCl'],[11954297],['1249-84-9'],[11954297],[],[],[],[],,[],[],True,PubChemCompound,,['1249-84-9'],[],ChemischeStof,μg/L,PubChemCid 11954297
1,[],['Sodiumborate'],['NATRIUMBORAAT'],[],[],[],[],[11954323],[],[11954323],[],['natriumboraat'],[],[],,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 11954323
1,[],['meta-chlorophenylpiperazine'],[],['51639-49-7'],['meta-chlorofenylpiperazine'],['6151'],[],[11957487],['51639-49-7'],[11957487],[],[],[],['Alias and CAS both have CID but do not overlap'],µg/L,['51639-49-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 11957487
2,['2-(perfluorhexyl)ethaan-1-sulfonzuur'],"['2- (perfluorohexyl) ethane-1-sulfonic acid', '6: 2 Fluorotelomer sulfonic acid (6: 2 FTS)']",[],['27619-97-2'],['6:2 Fluorotelomer sulfonic acid (6:2 FTS)'],['2315'],['2PFC6yC2a1sf'],[119688],['27619-97-2'],[119688],[],[],[],[],,[],[],True,PubChemCompound,,['27619-97-2'],[],ChemischeStof,μg/L,PubChemCid 119688
1,[],"['naphthalene 1,3,7-trisulfonate']",[],['84100-31-2'],"['naftaleen-1,3,7-trisulfonaat']",['2234'],[],[11970791],['84100-31-2'],[11970791],[],[],[],['Alias and CAS both have CID but do not overlap'],µg/L,['84100-31-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 11970791
1,[],['iso-nonylphenol'],[],['11066-49-2'],['iso-nonylfenol'],['2071'],[],[119757],['11066-49-2'],[119757],[],[],[],[],µg/L,['11066-49-2'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 119757
1,"['2,4-diaminoanisol']","['2,4-diaminoanisole']",[],['615-05-4'],[],[],['24DAoansl'],[11976],['615-05-4'],[11976],[],[],[],[],,[],[],True,PubChemCompound,,['615-05-4'],[],ChemischeStof,μg/L,PubChemCid 11976
3,['2-methylthiobenzothiazool'],"['2- (methylthio) benzothiazole', '2-methylthiobenzothiazole', 'thiomethylbenzothiazole']",[],"['31621-01-9', '615-22-5', '64036-43-7']","['2-(methylthio)benzothiazool', 'thiomethylbenzothiazol']","['1782', '2272']",['2C1ytobztazl'],[11989],"['31621-01-9', '615-22-5']",[11989],[],[],[],[],,[],[],True,PubChemCompound,,['615-22-5'],[],ChemischeStof,μg/L,PubChemCid 11989
1,"['1,2-benzeendiamine dihydrochloride']","['1,2-benzenediamine dihydrochloride']",[],['615-28-1'],[],[],['12BenDAeDHCl'],[11990],['615-28-1'],[11990],[],[],[],[],,[],[],True,PubChemCompound,,['615-28-1'],[],ChemischeStof,μg/L,PubChemCid 11990
2,['prohexadione-calcium'],['prohexadione calcium'],['PROHEXADIONE_CALCIUM'],['127277-53-6'],[],[],['proHxDonCa'],[12001831],['127277-53-6'],[12001831],[],['prohexadione-calcium'],[],[],,[],[],True,PubChemCompound,,['127277-53-6'],[],ChemischeStof,μg/L,PubChemCid 12001831
1,[],"['2,4-dibromophenol']",[],['615-58-7'],"['2,4-dibroomfenol']",['2375'],[],[12005],['615-58-7'],[12005],[],[],[],[],µg/L,['615-58-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12005
2,['2-chloor-4-methylaniline'],"['2-chloro-4-methyl-aniline', '2-chloro-4-methylaniline']",[],['615-65-6'],['2-chloor-4-methyl-aniline'],['2133'],['2Cl4C1yAn'],[12007],['615-65-6'],[12007],[],[],[],[],,[],[],True,PubChemCompound,,['615-65-6'],[],ChemischeStof,μg/L,PubChemCid 12007
1,['2-chloor-5-methylfenol'],['2-chloro-5-methylphenol'],[],['615-74-7'],[],[],['2Cl5C1yFol'],[12008],['615-74-7'],[12008],[],[],[],[],,[],[],True,PubChemCompound,,['615-74-7'],[],ChemischeStof,μg/L,PubChemCid 12008
1,['rhodanine'],['rhodanine'],[],['141-84-4'],[],[],['rhodnne'],[1201546],['141-84-4'],[1201546],[],[],[],[],,[],[],True,PubChemCompound,,['141-84-4'],[],ChemischeStof,μg/L,PubChemCid 1201546
1,"['2,3-dichloorpropanol']","['2,3-dichloropropanol']",[],['616-23-9'],[],[],['23DClC3ol'],[12018],['616-23-9'],[12018],[],[],[],[],,[],[],True,PubChemCompound,,['616-23-9'],[],ChemischeStof,μg/L,PubChemCid 12018
1,['2-pyrrolidon'],['2-pyrrolidone'],[],['616-45-5'],[],[],['2prldn'],[12025],['616-45-5'],[12025],[],[],[],[],,[],[],True,PubChemCompound,,['616-45-5'],[],ChemischeStof,μg/L,PubChemCid 12025
1,['acetylcysteine'],['acetylcysteine'],[],['616-91-1'],[],[],['actctne'],[12035],['616-91-1'],[12035],[],[],[],[],,[],[],True,PubChemCompound,,['616-91-1'],[],ChemischeStof,μg/L,PubChemCid 12035
1,[],['dimethylbenzene methanol'],[],['617-94-7'],['dimethylbenzeenmethanol'],['1839'],[],[12053],['617-94-7'],[12053],[],[],[],[],µg/L,['617-94-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12053
2,['cis-heptachloorepoxide'],['cis-heptachlor epoxide'],[],['1024-57-3'],['cis-heptachloorepoxide'],['8630'],['cHpClepO'],[12054527],['1024-57-3'],"[12054527, 15559699]",[],[],[],[],,[],[],True,PubChemCompound,,['1024-57-3'],[],ChemischeStof,μg/L,"PubChemCid 12054527, PubChemCid 15559699"
1,['3-isopropylfenol'],['3-isopropylphenol'],[],['618-45-1'],[],[],['3iC3yFol'],[12059],['618-45-1'],[12059],[],[],[],[],,[],[],True,PubChemCompound,,['618-45-1'],[],ChemischeStof,μg/L,PubChemCid 12059
1,"['1,3-dichloor-5-nitrobenzeen']","['1,3-dichloro-5-nitrobenzene']",[],['618-62-2'],[],[],['13DCl5NO2Ben'],[12064],['618-62-2'],[12064],[],[],[],[],,[],[],True,PubChemCompound,,['618-62-2'],[],ChemischeStof,μg/L,PubChemCid 12064
1,"['3,5-dinitrotolueen']","['3,5-dinitrotoluene']",[],['618-85-9'],[],[],['35DNO2Tol'],[12067],['618-85-9'],[12067],[],[],[],[],,[],[],True,PubChemCompound,,['618-85-9'],[],ChemischeStof,μg/L,PubChemCid 12067
1,"['3,5-dinitroaniline']","['3,5-dinitroaniline']",[],['618-87-1'],[],[],['35DNO2An'],[12068],['618-87-1'],[12068],[],[],[],[],,[],[],True,PubChemCompound,,['618-87-1'],[],ChemischeStof,μg/L,PubChemCid 12068
1,"['2,5-dinitrotolueen']","['2,5-dinitrotoluene']",[],['619-15-8'],[],[],['25DNO2Tol'],[12075],['619-15-8'],[12075],[],[],[],[],,[],[],True,PubChemCompound,,['619-15-8'],[],ChemischeStof,μg/L,PubChemCid 12075
2,['3-ethyltolueen'],['3-ethyl toluene'],[],['620-14-4'],['3-ethyltolueen'],['1956'],['3C2yTol'],[12100],['620-14-4'],[12100],[],[],[],[],,[],[],True,PubChemCompound,,['620-14-4'],[],ChemischeStof,μg/L,PubChemCid 12100
2,['3-ethylfenol'],['3-ethylphenol'],[],['620-17-7'],['3-ethylfenol'],['2178'],['3C2yFol'],[12101],['620-17-7'],[12101],[],[],[],[],,[],[],True,PubChemCompound,,['620-17-7'],[],ChemischeStof,μg/L,PubChemCid 12101
1,[],['3-chloromethylbenzene'],[],"['130468-19-8', '620-20-2']",['3-chloormethylbenzeen'],['1116'],[],[12103],['130468-19-8'],[12103],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12103
2,"[""2,4,4'-tribroomdifenylether""]","['2,4,4-tribromodiphenyl ether', ""2,4,\xa04'-tribroomdifenylether""]",[],['41318-75-6'],"['2,4,4-tribroomdifenylether']",['2346'],['PBDE28'],[12110098],['41318-75-6'],[12110098],[],[],[],[],µg/L,['41318-75-6'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12110098
1,"[""2,3,3',4,4',5,6-heptabroomdifenylether""]","[""2,3,\xa03 ', 4,4', 5,6-heptabromodiphenyl ether""]",[],['189084-68-2'],[],[],['PBDE190'],[12110099],['189084-68-2'],[12110099],[],[],[],[],,[],[],True,PubChemCompound,,['189084-68-2'],[],ChemischeStof,μg/L,PubChemCid 12110099
2,['dipropylnitrosamine'],"['Nitrosodipropylamine', 'dipropyl nitrosamine']",[],['621-64-7'],['Nitrosodipropylamine'],['2308'],['DC3yNOAe'],[12130],['621-64-7'],[12130],[],[],[],[],ng/L,['621-64-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12130
1,[],['Calcium (poly) sulfide'],['CALCIUM(POLY)SULFIDE'],[],[],[],[],[121494065],[],[121494065],[],['calcium(poly)sulfide'],[],[],,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 121494065
2,['4-ethyltolueen'],['4-ethyl toluene'],[],['622-96-8'],['4-ethyltolueen'],['1957'],['4C2yTol'],[12160],['622-96-8'],[12160],[],[],[],[],,[],[],True,PubChemCompound,,['622-96-8'],[],ChemischeStof,μg/L,PubChemCid 12160
1,"['N,4-dimethylaniline']","['N, 4-dimethylaniline']",[],['623-08-5'],[],[],['N4DC1yAn'],[12165],['623-08-5'],[12165],[],[],[],[],,[],[],True,PubChemCompound,,['623-08-5'],[],ChemischeStof,μg/L,PubChemCid 12165
1,[],['2-ethyl-2-methyl oxirane'],[],['30095-63-7'],['2-ethyl-2-methyloxiraan'],['1923'],[],[121763],['30095-63-7'],[121763],[],[],[],[],µg/L,['30095-63-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 121763
1,['methylbutylaat'],['methyl butylate'],[],['623-42-7'],[],[],['C1yC4yat'],[12180],['623-42-7'],[12180],[],[],[],[],,[],[],True,PubChemCompound,,['623-42-7'],[],ChemischeStof,μg/L,PubChemCid 12180
1,"['1,4-diaminobenzeen dihydrochloride']","['1,4-diaminobenzene dihydrochloride']",[],['624-18-0'],[],[],['14DAoBenDHCl'],[12205],['624-18-0'],[12205],[],[],[],[],,[],[],True,PubChemCompound,,['624-18-0'],[],ChemischeStof,μg/L,PubChemCid 12205
3,['zoxamide'],['zoxamide'],['ZOXAMIDE'],['156052-68-5'],['zoxamide'],['8741'],['zOaAd'],[122087],['156052-68-5'],[122087],[],['zoxamide'],[],[],,[],[],True,PubChemCompound,,['156052-68-5'],[],ChemischeStof,μg/L,PubChemCid 122087
1,['polixetoniumchloride'],['polixetonium chloride'],[],['31512-74-0'],[],[],['polxtnuCl'],[122130603],['31512-74-0'],[122130603],[],[],[],[],,[],[],True,PubChemCompound,,['31512-74-0'],[],ChemischeStof,μg/L,PubChemCid 122130603
1,['methylisocyanaat'],['methyl isocyanate'],[],['624-83-9'],[],[],['C1yicnt'],[12228],['624-83-9'],[12228],[],[],[],[],,[],[],True,PubChemCompound,,['624-83-9'],[],ChemischeStof,μg/L,PubChemCid 12228
1,[],['ethyl methyl sulfide'],[],['624-89-5'],['ethylmethylsulfide'],['1758'],[],[12230],['624-89-5'],[12230],[],[],[],[],µg/L,['624-89-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12230
2,['dimethyldisulfide'],['dimethyl disulfide'],[],['624-92-0'],['dimethyldisulfide'],['1753'],['DC1yDS'],[12232],['624-92-0'],[12232],[],[],[],[],,[],[],True,PubChemCompound,,['624-92-0'],[],ChemischeStof,μg/L,PubChemCid 12232
1,[],['pentanamine'],[],"['41444-43-3', '625-30-9', '63493-28-7']",['pentaanamine'],['1679'],[],[12246],['41444-43-3'],[12246],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12246
2,['4-methyl-1H-benzotriazool'],['4-methyl-1H-benzotriazole'],[],['29878-31-7'],['4-methyl-1H-benzotriazool'],['2256'],['4C1y1Hbztazl'],[122499],['29878-31-7'],[122499],[],[],[],[],,[],[],True,PubChemCompound,,['29878-31-7'],[],ChemischeStof,μg/L,PubChemCid 122499
1,['methoxyazijnzuur'],['methoxyacetic acid'],[],['625-45-6'],[],[],['C1oxHAc'],[12251],['625-45-6'],[12251],[],[],[],[],,[],[],True,PubChemCompound,,['625-45-6'],[],ChemischeStof,μg/L,PubChemCid 12251
1,[],['isopropylethyl ether'],[],['625-54-7'],['isopropylethylether'],['1446'],[],[12256],['625-54-7'],[12256],[],[],[],[],µg/L,['625-54-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12256
1,['N-(1-methylpropyl)-2-butaanamine'],['N- (1-methylpropyl)-2-butanamine'],[],['626-23-3'],[],[],['N1C1yC3y2C4a'],[12277],['626-23-3'],[12277],[],[],[],[],,[],[],True,PubChemCompound,,['626-23-3'],[],ChemischeStof,μg/L,PubChemCid 12277
2,"['3,5-dichlooraniline']","['3,5-dichloroaniline']",[],['626-43-7'],"['3,5-dichlooraniline']",['8198'],['35DClAn'],[12281],['626-43-7'],[12281],[],[],[],[],,[],[],True,PubChemCompound,,['626-43-7'],[],ChemischeStof,μg/L,PubChemCid 12281
1,['2-hexanol'],['2-hexanol'],[],['626-93-7'],[],[],['2C6ol'],[12297],['626-93-7'],[12297],[],[],[],[],,[],[],True,PubChemCompound,,['626-93-7'],[],ChemischeStof,μg/L,PubChemCid 12297
4,"['alfa-endosulfan', 'beta-endosulfan']","['alpha-endosulfan', 'beta-endosulfan']",[],"['33213-65-9', '959-98-8']","['alfa-endosulfan', 'beta-endosulfan']","['8263', '8264']","['aedsfn', 'bedsfn']",[12309460],"['33213-65-9', '959-98-8']",[12309460],[],[],[],[],,[],[],True,PubChemCompound,,['959-98-8'],[],ChemischeStof,μg/L,PubChemCid 12309460
1,"[""3,3'-dimethoxybenzidinehydrochloride""]","[""3,3'-dimethoxybenzidine hydrochloride""]",[],['111984-09-9'],[],[],['33DC1oxbzdnH'],[12309823],['111984-09-9'],[12309823],[],[],[],[],,[],[],True,PubChemCompound,,['111984-09-9'],[],ChemischeStof,μg/L,PubChemCid 12309823
1,['trans-nonachloor'],['trans-nonachlor'],[],['39765-80-5'],[],[],['tNnCl'],[12313421],['39765-80-5'],[12313421],[],[],[],[],,[],[],True,PubChemCompound,,['39765-80-5'],[],ChemischeStof,μg/L,PubChemCid 12313421
1,[],['trimethyl trisulfide'],[],['2404-55-9'],['trimethyltrisulfide'],['1774'],[],[123160],['2404-55-9'],[123160],[],[],[],[],µg/L,['2404-55-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 123160
1,[],['dimethylhexene'],[],['627-97-4'],['dimethylhexeen'],['1002'],[],[12330],['627-97-4'],[12330],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12330
1,[],['hexanamide'],[],['628-02-4'],['hexaanamide'],['1729'],[],[12332],['628-02-4'],[12332],[],[],[],[],µg/L,['628-02-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12332
1,[],['perchlorate'],[],['14797-73-0'],['perchloraat'],['413'],[],[123351],['14797-73-0'],[123351],[],[],[],[],mg/L,['14797-73-0'],[],True,PubChemCompound,,[],[],,mg/L,PubChemCid 123351
1,[],['cumylphenol'],[],['18168-40-6'],['cumylfenol'],['1901'],[],[123377],['18168-40-6'],[123377],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 123377
2,['1-methoxybutaan'],"['1-methoxybutane', 'butyl methyl ether']",[],['628-28-4'],['butylmethylether'],['2411'],['1C1oxC4a'],[12338],['628-28-4'],[12338],[],[],[],[],,[],[],True,PubChemCompound,,['628-28-4'],[],ChemischeStof,μg/L,PubChemCid 12338
1,[],['methyl ethyl disulfide'],[],['20333-39-5'],['methylethyldisulfide'],['1761'],[],[123388],['20333-39-5'],[123388],[],[],[],[],µg/L,['20333-39-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 123388
1,['2-chloorethylether'],['2-chloroethyl ether'],[],['628-34-2'],[],[],['2ClEyEtr'],[12341],['628-34-2'],[12341],[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['628-34-2'],[],ChemischeStof,μg/L,PubChemCid 12341
1,[],['4-n-butyl acetophenone'],[],['37920-25-5'],['4-n-butylacetofenon'],['1580'],[],[123470],['37920-25-5'],[123470],[],[],[],[],µg/L,['37920-25-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 123470
2,['3-chloor-4-nitrotolueen'],['3-chloro-4-nitrotoluene'],[],['38939-88-7'],['3-chloor-4-nitrotolueen'],['2155'],['3Cl4NO2Tol'],[123478],['38939-88-7'],[123478],[],[],[],[],,[],[],True,PubChemCompound,,['38939-88-7'],[],ChemischeStof,μg/L,PubChemCid 123478
1,['amylacetaat'],['amyl acetate'],[],['628-63-7'],[],[],['amactt'],[12348],['628-63-7'],[12348],[],[],[],[],,[],[],True,PubChemCompound,,['628-63-7'],[],ChemischeStof,μg/L,PubChemCid 12348
2,[],"['fenofibrate related component A', ""p-chloro-p'-hydroxybenzophenone""]",[],['42019-78-3'],"['fenofibraat gerelateerde component A', ""p-chloor-p'-hydroxybenzofenon""]","['2162', '6708']",[],[123504],['42019-78-3'],[123504],[],[],[],[],µg/L,[],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 123504
1,[],['ethyl hexadecanoate'],[],['628-97-7'],['ethylhexadecanoaat'],['1628'],[],[12366],['628-97-7'],[12366],[],[],[],[],µg/L,['628-97-7'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12366
1,"['1,2-diethoxyethaan (diethylglycol)']","['1,2-diethoxyethane']",[],['629-14-1'],[],[],['12DC2oxC2a'],[12375],['629-14-1'],[12375],[],"['1,2-diethoxyethaan', 'diethylglycol']",[],[],,[],[],True,PubChemCompound,,['629-14-1'],[],ChemischeStof,μg/L,PubChemCid 12375
1,[],['tridecan'],[],['629-50-5'],['tridecaan'],['1021'],[],[12388],['629-50-5'],[12388],[],[],[],[],µg/L,['629-50-5'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12388
1,[],['tetradecane'],[],['629-59-4'],['tetradecaan'],['1018'],[],[12389],['629-59-4'],[12389],[],[],[],[],µg/L,['629-59-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12389
1,[],['n-pentadecane'],[],['629-62-9'],['n-pentadecaan'],['2408'],[],[12391],['629-62-9'],[12391],[],[],[],[],µg/L,['629-62-9'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12391
2,['1-hexadeceen'],"['1-hexadecene', 'hexadecene']",[],"['26952-14-7', '629-73-2']",['hexadeceen'],['1008'],['1C16e'],[12395],"['26952-14-7', '629-73-2']",[12395],[],[],[],[],,[],[],True,PubChemCompound,,['629-73-2'],[],ChemischeStof,μg/L,PubChemCid 12395
1,[],['docosane'],[],['629-97-0'],['docosaan'],['2185'],[],[12405],['629-97-0'],[12405],[],[],[],[],µg/L,['629-97-0'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12405
1,[],['hexacosane'],[],['630-01-3'],['hexacosaan'],['2187'],[],[12407],['630-01-3'],[12407],[],[],[],[],µg/L,['630-01-3'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12407
2,['octacosaan'],['octacosane'],[],['630-02-4'],['octacosane'],['2145'],['C28a'],[12408],['630-02-4'],[12408],[],[],[],[],,[],[],True,PubChemCompound,,['630-02-4'],[],ChemischeStof,μg/L,PubChemCid 12408
1,[],['hexatriacontane'],[],['630-06-8'],['hexatriacontaan'],['2186'],[],[12412],['630-06-8'],[12412],[],[],[],[],µg/L,['630-06-8'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12412
2,"['1,1,1,2-tetrachloorethaan']","['1,1,1,2-tetrachloroethane']",[],['630-20-6'],"['1,1,1,2-tetrachloorethaan']",['1954'],['1112T4ClC2a'],[12418],['630-20-6'],[12418],[],[],[],[],,[],[],True,PubChemCompound,,['630-20-6'],[],ChemischeStof,μg/L,PubChemCid 12418
2,['dibroomazijnzuur'],['dibromoacetic acid'],[],['631-64-1'],['dibroomazijnzuur'],['1973'],['DBrHAc'],[12433],['631-64-1'],[12433],[],[],[],[],,[],[],True,PubChemCompound,,['631-64-1'],[],ChemischeStof,μg/L,PubChemCid 12433
1,[],['tetramethyl urea'],[],['632-22-4'],['tetramethyl-ureum'],['1073'],[],[12437],['632-22-4'],[12437],[],[],[],[],µg/L,['632-22-4'],[],True,PubChemCompound,,[],[],,μg/L,PubChemCid 12437
2,['tetrachloorftaalzuur'],"['tetrachlorophthalic acid', 'tetrachlororthophthalic acid']",[],['632-58-6'],['tetrachloororthoftaalzuur'],['1792'],['tT4ClFtzr'],[12442],['632-58-6'],[12442],[],[],[],[],,[],[],True,PubChemCompound,,['632-58-6'],[],ChemischeStof,μg/L,PubChemCid 12442
2,"['1,2,3,4-tetrachloorbenzeen']","['1,2,\xa03,4-tetrachlorobenzene']",[],['634-66-2'],"['1,2,3,4-tetrachloorbenzeen']",['1128'],['1234T4ClBen'],[12463],['634-66-2'],[12463],[],[],[],[],,[],[],True,PubChemCompound,,['634-66-2'],[],ChemischeStof,μg/L,PubChemCid 12463
2,"['2,3,4-trichlooraniline']","['2,3,4-trichloroaniline']",[],['634-67-3'],"['2,3,4-trichlooraniline']",['1713'],['234TClAn'],[12464],['634-67-3'],[12464],[],[],[],[],,[],[],True,PubChemCompound,,['634-67-3'],[],ChemischeStof,μg/L,PubChemCid 12464
2,"['2,3,4,5-tetrachlooraniline']","['2,3,4,5-tetrachloroaniline']",[],['634-83-3'],"['2,3,4,5-tetrachlooraniline']",['8570'],['2345T4ClAn'],[12466],['634-83-3'],[12466],[],[],[],[],,[],[],True,PubChemCompound,,['634-83-3'],[],ChemischeStof,μg/L,PubChemCid 12466
2,"['1,2,3,5-tetrachloorbenzeen']","['1,2,\xa03,5-tetrachlorobenzene']",[],['634-90-2'],"['1,2,3,5-tetrachloorbenzeen']",['1129'],['1235T4ClBen'],[12468],['634-90-2'],[12468],[],[],[],[],,[],[],True,PubChemCompound,,['634-90-2'],[],ChemischeStof,μg/L,PubChemCid 12468
2,"['3,4,5-trichlooraniline']","['3,4,5-trichloroaniline']",[],['634-91-3'],"['3,4,5-trichlooraniline']",['1718'],['345TClAn'],[12469],['634-91-3'],[12469],[],[],[],[],,[],[],True,PubChemCompound,,['634-91-3'],[],ChemischeStof,μg/L,PubChemCid 12469
2,"['2,4,6-trichlooraniline']","['2,4,6-trichloroaniline']",[],['634-93-5'],"['2,4,6-trichlooraniline']",['1717'],['246TClAn'],[12471],['634-93-5'],[12471],[],[],[],[],,[],[],True,PubChemCompound,,['634-93-5'],[],ChemischeStof,μg/L,PubChemCid 12471
1,['4-chloor-3-nitroaniline'],['4-chloro-3-nitroaniline'],[],['635-22-3'],[],[],['4Cl3NO2An'],[12477],['635-22-3'],[12477],[],[],[],[],,[],[],True,PubChemCompound,,['635-22-3'],[],ChemischeStof,μg/L,PubChemCid 12477
1,['o-toluidine hydrochloride'],['o-toluidine hydrochloride'],[],['636-21-5'],[],[],['otolidnHCl'],[12484],['636-21-5'],[12484],[],[],[],[],,[],[],True,PubChemCompound,,['636-21-5'],[],ChemischeStof,μg/L,PubChemCid 12484
2,"['2,4,5-trichlooraniline']","['2,4,5-trichloroaniline']",[],['636-30-6'],"['2,4,5-trichlooraniline']",['1716'],['245TClAn'],[12487],['636-30-6'],[12487],[],[],[],[],,[],[],True,PubChemCompound,,['636-30-6'],[],ChemischeStof,μg/L,PubChemCid 12487
1,['icaridin'],['icaridin'],[],['119515-38-7'],[],[],['icrdn'],[125098],['119515-38-7'],[125098],[],[],[],[],,[],[],True,PubChemCompound,,['119515-38-7'],[],ChemischeStof,μg/L,PubChemCid 125098
2,['2-ethoxy-2-methylpropaan'],"['2-ethoxy-2-methylpropane', 'ethyl tertiary butyl ether']",[],['637-92-3'],['ethyl-tertiair-butylether'],['2168'],['2C2ox2C1yC3a'],[12512],['637-92-3'],[12512],[],[],[],[],,[],[],True,PubChemCompound,,['637-92-3'],[],ChemischeStof,μg/L,PubChemCid 12512
2,['methoxyethylkwikchloride'],"['MEMC', 'methoxyethyl mercury chloride']",[],['123-88-6'],['MEMC'],['8406'],['C1oxC2yHgCl'],[12521357],['123-88-6'],[12521357],[],[],[],['Alias and CAS both have CID but do not overlap'],,[],[],True,PubChemCompound,,['123-88-6'],[],ChemischeStof,μg/L,PubChemCid 12521357
